2.15000E-04	-6.55291E-02
2.15010E-04	-6.52490E-02
2.15020E-04	-6.52224E-02
2.15030E-04	-6.48365E-02
2.15040E-04	-6.46923E-02
2.15050E-04	-6.44957E-02
2.15060E-04	-6.42614E-02
2.15070E-04	-6.41757E-02
2.15080E-04	-6.38354E-02
2.15090E-04	-6.37797E-02
2.15100E-04	-6.38810E-02
2.15110E-04	-6.34754E-02
2.15120E-04	-6.36011E-02
2.15130E-04	-6.37088E-02
2.15140E-04	-6.33299E-02
2.15150E-04	-6.30750E-02
2.15160E-04	-6.27267E-02
2.15170E-04	-6.25372E-02
2.15180E-04	-6.26412E-02
2.15190E-04	-6.21276E-02
2.15200E-04	-6.24898E-02
2.15210E-04	-6.22449E-02
2.15220E-04	-6.20545E-02
2.15230E-04	-6.19776E-02
2.15240E-04	-6.17583E-02
2.15250E-04	-6.19278E-02
2.15260E-04	-6.15425E-02
2.15270E-04	-6.11792E-02
2.15280E-04	-6.08432E-02
2.15290E-04	-6.05125E-02
2.15300E-04	-6.04974E-02
2.15310E-04	-6.04031E-02
2.15320E-04	-6.02900E-02
2.15330E-04	-6.04371E-02
2.15340E-04	-6.03600E-02
2.15350E-04	-6.03062E-02
2.15360E-04	-6.00599E-02
2.15370E-04	-6.00233E-02
2.15380E-04	-5.99924E-02
2.15390E-04	-6.00112E-02
2.15400E-04	-5.94461E-02
2.15410E-04	-5.97400E-02
2.15420E-04	-5.93083E-02
2.15430E-04	-5.93421E-02
2.15440E-04	-5.91729E-02
2.15450E-04	-5.89140E-02
2.15460E-04	-5.90601E-02
2.15470E-04	-5.89118E-02
2.15480E-04	-5.90452E-02
2.15490E-04	-5.87328E-02
2.15500E-04	-5.85805E-02
2.15510E-04	-5.89138E-02
2.15520E-04	-5.84467E-02
2.15530E-04	-5.85059E-02
2.15540E-04	-5.81980E-02
2.15550E-04	-5.81048E-02
2.15560E-04	-5.82785E-02
2.15570E-04	-5.79304E-02
2.15580E-04	-5.80246E-02
2.15590E-04	-5.77918E-02
2.15600E-04	-5.76870E-02
2.15610E-04	-5.79341E-02
2.15620E-04	-5.76559E-02
2.15630E-04	-5.74737E-02
2.15640E-04	-5.74206E-02
2.15650E-04	-5.75244E-02
2.15660E-04	-5.75700E-02
2.15670E-04	-5.71580E-02
2.15680E-04	-5.70204E-02
2.15690E-04	-5.69802E-02
2.15700E-04	-5.68662E-02
2.15710E-04	-5.71636E-02
2.15720E-04	-5.68427E-02
2.15730E-04	-5.68929E-02
2.15740E-04	-5.66467E-02
2.15750E-04	-5.68813E-02
2.15760E-04	-5.63780E-02
2.15770E-04	-5.63554E-02
2.15780E-04	-5.62321E-02
2.15790E-04	-5.63435E-02
2.15800E-04	-5.65067E-02
2.15810E-04	-5.62472E-02
2.15820E-04	-5.68217E-02
2.15830E-04	-5.63018E-02
2.15840E-04	-5.65668E-02
2.15850E-04	-5.62329E-02
2.15860E-04	-5.60711E-02
2.15870E-04	-5.60134E-02
2.15880E-04	-5.60853E-02
2.15890E-04	-5.60225E-02
2.15900E-04	-5.59881E-02
2.15910E-04	-5.58851E-02
2.15920E-04	-5.59948E-02
2.15930E-04	-5.59518E-02
